"gid","flsid","date","venue","doorprice","attendance","recorded_by","mastered_by","original_source","tour","city","subdivision","country","year","checked","x","y","sound_quality","seconds"
"virginia-beach-va-usa-50191","FLS0329",1991-05-01,"Peppermint Beach Club","5",900,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Virginia Beach","VA","USA",1991,1,-75.974268,36.8468098,"Good",4416
"virginia-beach-va-usa-71688","FLS0046",1988-07-16,"Beach Theater","$5",200,"ANON",NA,NA,"1988 Summer/Fall Regional Dates","Virginia Beach","VA","USA",1988,1,-75.989879,36.8507963,NA,601
"vitoria-brazil-80797","FLS0836",1997-08-07,"Camburi Clube",NA,250,"Nick Pellicciotto","Jerry Busher","DAT","1997 Summer Brazil/S. America Tour","Vitoria",NA,"Brazil",1997,1,-40.289759,-20.2828906,"Very Good",3712
"wageningen-netherlands-90890","FLS0251",1990-09-08,"Unitas",NA,641.56,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Wageningen","","Netherlands",1990,1,5.664588,51.9660684,"Very Good",4652
"waiblingen-germany-110288","FLS0067",1988-11-02,"Villa Roller",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Waiblingen",NA,"Germany",1988,1,9.317453,48.8296727,NA,NA
"warsaw-poland-100590","FLS0274",1990-10-05,"Karuzela University",NA,450,"Joey Picuri","Jerry Busher","Cassette","1990 Fall European Tour","Warsaw","","Poland",1990,1,20.918272,52.2405629,"Poor",4030
"washington-dc-081596","FLS1051",1996-08-15,"Fort Reno",NA,913.244444444444,"ANON","Warren Russell-Smith",NA,"1996 Spring-Summer Regional Dates","Washington","DC","USA",1996,1,-77.077362,38.9512105,"Poor",3478
"washington-dc-usa-083192","FLS1055",1992-08-31,"Fort Reno","Free",1100.17910447761,"ANON","Warren Russell Smith","VHS audio","1992 Summer/Fall Regional Dates","Washington","DC","USA",1992,1,-77.077362,38.9512105,"Good",4470
"washington-dc-usa-100688","FLS0052",1988-10-06,"9:30 Club (1980-1995)","$5",500,"Eli Janney","Jerry Busher","1/4""","1988 Summer/Fall Regional Dates","Washington","DC","USA",1988,1,-77.025586,38.8971517,"Very Good",NA
"washington-dc-usa-101589","FLS0150",1989-10-15,"Dupont Circle",NA,452.105263157895,"Mark Andersen",NA,"Cassette","1989 Fall Regional Dates","Washington","DC","USA",1989,1,-77.043686,38.9096631,"Good",1490
"washington-dc-usa-101687","FLS0005",1987-10-16,"dc space","$5",100,"Joey Picuri","Jerry Busher","Cassette","1987 Fall/Winter Regional Dates","Washington","DC","USA",1987,1,-77.021757,38.8961678,"Good",2229
"washington-dc-usa-102392","FLS0489",1992-10-23,"Sanctuary Theater","5",1100.17910447761,"Joey Picuri","Warren Russell-Smith",NA,"1992 Summer/Fall Regional Dates","Washington","DC","USA",1992,1,-77.034598,38.9276969,"Good",3531
"washington-dc-usa-10291","FLS0306",1991-01-02,"9:30 Club (1980-1995)","5",500,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring Regional Dates","Washington","DC","USA",1991,1,-77.025586,38.8971517,"Good",5591
"washington-dc-usa-10391","FLS0307",1991-01-03,"9:30 Club (1980-1995)","5",500,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring Regional Dates","Washington","DC","USA",1991,1,-77.025586,38.8971517,"Good",5481
"washington-dc-usa-112794","FLS0638",1994-11-27,"9:30 Club (1980-1995)","5",450,"Joey Picuri","Warren Russell-Smith","Cassette","1994 Fall/Winter Regional Dates","Washington","DC","USA",1994,1,-77.025586,38.8971517,"Very Good",5291
"washington-dc-usa-11291","FLS0308",1991-01-12,"Lafayette Park","Free",1500,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring Regional Dates","Washington","DC","USA",1991,1,-77.0371,38.8995761,"Good",3294
"washington-dc-usa-112994","FLS0639",1994-11-29,"Black Cat","5",650,"Joey Picuri","Jerry Busher","Cassette","1994 Fall/Winter Regional Dates","Washington","DC","USA",1994,1,-77.031551,38.9145839,"Very Good",5408
"washington-dc-usa-120387","FLS0008",1987-12-03,"Wilson Center","$5",300,"ANON","Warren Russell-Smith","Cassette","1987 Fall/Winter Regional Dates","Washington","DC","USA",1987,1,-77.03591,38.9285,"Good",3262
"washington-dc-usa-120398","FLS0889",1998-12-03,"Sanctuary Theater","5",700,"Joey Picuri","Warren Russell-Smith","DAT","1998 Fall/Winter Regional Dates","Washington","DC","USA",1998,1,-77.034598,38.9276969,"Very Good",5128
"washington-dc-usa-120599","FLS0956",1999-12-05,"9:30 Club","5",1500,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall/Winter Southern USA Tour","Washington","DC","USA",1999,1,-77.023722,38.917948,"Very Good",5366
"washington-dc-usa-120891","FLS0417",1991-12-08,"dc space",NA,805.788990825688,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Fall/Winter Regional Dates","Washington","DC","USA",1991,1,-77.021757,38.8961678,"Good",5388
"washington-dc-usa-122887","FLS0011",1987-12-28,"dc space","$1.99",125,"Joey Picuri","Fugazi","Cassette","1987 Fall/Winter Regional Dates","Washington","DC","USA",1987,1,-77.021757,38.8961678,"Very Good",3343
"washington-dc-usa-122988","FLS0092",1988-12-29,"Wilson Center","$5",1000,"Unknown","Fugazi","Cassette","1988 Fall/Winter Regional Dates","Washington","DC","USA",1988,1,-77.03591,38.9285,"Good",3175
"washington-dc-usa-12689","FLS0094",1989-01-26,"9:30 Club (1980-1995)","$5",400,"ANON",NA,"VHS audio","1989 Winter/Spring Regional Dates","Washington","DC","USA",1989,1,-77.025586,38.8971517,"Poor",3694
"washington-dc-usa-12790","FLS0177",1990-01-27,"St. Augustine's Church Hall","$5",1000,"ANON",NA,"Cassette","1990 Winter/Spring Regional Dates","Washington","DC","USA",1990,1,-77.03435,38.9183004,"Good",4204
"washington-dc-usa-13096","FLS0764",1996-01-30,"Black Cat","5",700,"Joey Picuri","Warren Russell-Smith","DAT","1996 Winter/Spring Regional Dates","Washington","DC","USA",1996,1,-77.031551,38.9145839,"Very Good",4937
"washington-dc-usa-13196","FLS0765",1996-01-31,"9:30 Club","5",1500,"Joey Picuri","Warren Russell-Smith","DAT","1996 Winter/Spring Regional Dates","Washington","DC","USA",1996,1,-77.023722,38.917948,"Excellent",5037
"washington-dc-usa-21591","FLS0309",1991-02-15,"Sacred Heart Church Hall","5",1300,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring Regional Dates","Washington","DC","USA",1991,1,-77.03629,38.9310756,"Very Good",4694
"washington-dc-usa-30388","FLS0015",1988-03-03,"Wilson Center","$5",400,"ANON","Jerry Busher","Cassette","1988 Winter/Spring Regional Dates","Washington","DC","USA",1988,1,-77.03591,38.9285,"Very Good",2074
"washington-dc-usa-30692","FLS0420",1992-03-06,"St. Stephen's Church Hall","5",1100.17910447761,"Joey Picuri","Jerry Busher","DAT","1992 Winter/Spring Regional Dates","Washington","DC","USA",1992,1,-77.035759,38.933469,"Very Good",4584
"washington-dc-usa-30890","FLS0181",1990-03-08,"Citadel Center","$5",1700,"Joey Picuri",NA,"Cassette","1990 Spring Southern USA Tour","Washington","DC","USA",1990,1,-77.038307,38.9219769,NA,3954
"washington-dc-usa-32193","FLS0508",1993-03-08,"Freedom Plaza","Free",1304.65909090909,"Joey Picuri","Jerry Busher","DAT","1993 Winter/Spring Regional Dates","Washington","DC","USA",1993,1,-77.0305,38.895859,"Poor",4942
"washington-dc-usa-32489","FLS0095",1989-03-24,"Wilson Center","$5",900,"Unknown","Jerry Busher","Cassette","1989 Winter/Spring Regional Dates","Washington","DC","USA",1989,1,-77.03591,38.9285,"Poor",2946
"washington-dc-usa-33088","FLS0017",1988-03-30,"dc space","$4",150,"Unknown","Jerry Busher","Cassette","1988 Winter/Spring Regional Dates","Washington","DC","USA",1988,1,-77.021757,38.8961678,"Good",3669
"washington-dc-usa-40392","FLS0421",1992-04-03,"Sanctuary Theater","5",1100.17910447761,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Winter/Spring Regional Dates","Washington","DC","USA",1992,1,-77.034598,38.9276969,"Very Good",4833
"washington-dc-usa-40492","FLS0422",1992-04-04,"Sanctuary Theater","5",1100.17910447761,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Winter/Spring Regional Dates","Washington","DC","USA",1992,1,-77.034598,38.9276969,"Good",4068
"washington-dc-usa-41291","FLS0327",1991-04-12,"Sacred Heart Church Hall","5",1350,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring Regional Dates","Washington","DC","USA",1991,1,-77.03629,38.9310756,"Good",3704
"washington-dc-usa-41996","FLS0789",1996-04-19,"First Baptist Church","5",1000,"Nick Pellicciotto","Jerry Busher","DAT","1996 Spring-Summer Regional Dates","Washington","DC","USA",1996,1,-77.039398,38.9084722,"Very Good",4616
"washington-dc-usa-42501","FLS0997",2001-04-25,"9:30 Club","5",1500,"Nick Pellicciotto","Warren Russell-Smith","DAT","2001 Spring/Summer Regional Dates","Washington","DC","USA",2001,1,-77.023722,38.917948,"Excellent",5601
"washington-dc-usa-42701","FLS0998",2001-04-27,"Sacred Heart Church Hall","5",1356.22580645161,"Nick Pellicciotto","Warren Russell-Smith","DAT","2001 Spring/Summer Regional Dates","Washington","DC","USA",2001,1,-77.03629,38.9310756,"Very Good",4881
"washington-dc-usa-50188","FLS0023",1988-05-01,"Lafayette Park",NA,198.714285714286,NA,NA,NA,"1988 Spring USA Tour","Washington","DC","USA",1988,1,-77.0371,38.8995761,NA,NA
"washington-dc-usa-60394","FLS0626",1994-06-03,"Pirate House / Brendan's Going Away Party","Free",50,NA,NA,NA,"1994 Summer Regional Dates","Washington","DC","USA",1994,1,-77.038772,38.931732,NA,NA
"washington-dc-usa-61588","FLS0043",1988-06-15,"9:30 Club (1980-1995)","$5",300,"ANON","Warren Russell-Smith","Cassette","1988 Summer/Fall Regional Dates","Washington","DC","USA",1988,1,-77.025586,38.8971517,"Good",3027
"washington-dc-usa-61791","FLS0367",1991-06-17,"Sacred Heart Church Hall","5",1400,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer Regional Dates","Washington","DC","USA",1991,1,-77.03629,38.9310756,"Good",2746
"washington-dc-usa-62289","FLS0131",1989-06-22,"Wilson Center","$5",600,"ANON","Warren Russell-Smith",NA,"1989 Summer Regional Dates","Washington","DC","USA",1989,1,-77.03591,38.9285,"Poor",3487
"washington-dc-usa-62700","FLS0971",2000-06-27,"Smithsonian Folklife Festival / National Mall","Free",1000,"Dave Redman",NA,"CD","2000 Summer/Fall Regional Dates","Washington","DC","USA",2000,1,-77.026861,38.8895556,"Very Good",4663
"washington-dc-usa-70102","FLS1031",2002-07-01,"Fort Reno","Free",1618.75,"Unknown","Jerry Busher","Unknown","2002 Summer/Fall Regional Dates","Washington","DC","USA",2002,1,-77.077362,38.9512105,"Very Good",4494
"washington-dc-usa-70690","FLS0244",1990-07-06,"St. Augustine's Church Hall","5",1300,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Summer Regional Dates","Washington","DC","USA",1990,1,-77.03435,38.9183004,"Good",3932
"washington-dc-usa-71888","FLS0047",1988-07-18,"Fort Reno",NA,198.714285714286,"ANON","Warren Russell-Smith","Cassette","1988 Summer/Fall Regional Dates","Washington","DC","USA",1988,1,-77.077362,38.9512105,"Poor",2588
"washington-dc-usa-71989","FLS0132",1989-07-19,"9:30 Club (1980-1995)","$5",450,"Jeff Carroll",NA,"Cassette","1989 Summer Regional Dates","Washington","DC","USA",1989,1,-77.025586,38.8971517,"Good",3467
"washington-dc-usa-72089","FLS0133",1989-07-20,"9:30 Club (1980-1995)","$5",450,"ANON","Warren Russell-Smith","VHS audio","1989 Summer Regional Dates","Washington","DC","USA",1989,1,-77.025586,38.8971517,"Poor",3702
"washington-dc-usa-72592","FLS0488",1992-07-25,"US Capitol Plaza Supreme Court","Free",2000,"Joey Picuri","Jerry Busher","Cassette","1992 Summer/Fall Regional Dates","Washington","DC","USA",1992,1,-77.009029,38.8932673,"Good",3472
"washington-dc-usa-72888","FLS0048",1988-07-28,"Wilson Center","$5",450,"ANON",NA,"VHS Tape","1988 Summer/Fall Regional Dates","Washington","DC","USA",1988,1,-77.03591,38.9285,"Good",2649
"washington-dc-usa-72891","FLS0368",1991-07-28,"dc space",NA,805.788990825688,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer Regional Dates","Washington","DC","USA",1991,1,-77.021757,38.8961678,"Good",4631
"washington-dc-usa-72991","FLS0369",1991-07-29,"Fort Reno","Free",805.788990825688,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer Regional Dates","Washington","DC","USA",1991,1,-77.077362,38.9512105,"Very Good",3473
"washington-dc-usa-73098","FLS0871",1998-07-30,"Fort Reno","Free",2000,"Joey Picuri","Warren Russell-Smith","DAT","1998 Summer/Fall Regional Dates","Washington","DC","USA",1998,1,-77.077362,38.9512105,"Poor",4336
"washington-dc-usa-73198","FLS0872",1998-07-31,"Sanctuary Theater","5",1031.725,"Joey Picuri","Warren Russell-Smith","DAT","1998 Summer/Fall Regional Dates","Washington","DC","USA",1998,1,-77.034598,38.9276969,"Poor",5172
"washington-dc-usa-80188","FLS0049",1988-08-01,"dc space","$5",200,"ANON","Warren Russell-Smith",NA,"1988 Summer/Fall Regional Dates","Washington","DC","USA",1988,1,-77.021757,38.8961678,"Good",2838
"washington-dc-usa-80494","FLS0627",1994-08-04,"Fort Reno","Free",2000,"Joey Picuri","Jerry Busher","Cassette","1994 Summer Regional Dates","Washington","DC","USA",1994,1,-77.077362,38.9512105,"Good",2156
"washington-dc-usa-80700","FLS0972",2000-08-07,"Fort Reno","Free",1585.26315789474,"ANON",NA,"VHS audio","2000 Summer/Fall Regional Dates","Washington","DC","USA",2000,1,-77.077362,38.9512105,"Good",5554
"washington-dc-usa-80793","FLS0558",1993-08-07,"Sylvan Theater","Free",5000,"Joey Picuri","Fugazi","DAT","1993 Fall/Winter Regional Dates","Washington","DC","USA",1993,1,-77.03462,38.8883593,"Very Good",5221
"washington-dc-usa-80993","FLS0559",1993-08-09,"Fort Reno","Free",1304.65909090909,"Mike Riggs/Chris Murphy","Fugazi","?","1993 Fall/Winter Regional Dates","Washington","DC","USA",1993,1,-77.077362,38.9512105,"Very Good",4000
"washington-dc-usa-81301","FLS1013",2001-08-13,"Fort Reno","Free",4000,"Nick Pellicciotto","Jerry Busher","DAT","2001 Fall/Winter Regional Dates","Washington","DC","USA",2001,1,-77.077362,38.9512105,"Very Good",4939
"washington-dc-usa-82699","FLS0924",1999-08-26,"Fort Reno","Free",1135.859375,"Aron Conaway","Warren Russell-Smith",NA,"1999 Summer/Fall Regional Dates","Washington","DC","USA",1999,1,-77.077362,38.9512105,"Excellent",1752
"washington-dc-usa-82889","FLS0134",1989-08-28,"Fort Reno","Free",800,NA,NA,NA,"1989 Summer Regional Dates","Washington","DC","USA",1989,1,-77.077362,38.9512105,NA,NA
"washington-dc-usa-82997","FLS0847",1997-08-29,"Fort Reno","Free",2500,"ANON","Warren Russell-Smith","DAT","1997 Summer/Fall Regional Dates","Washington","DC","USA",1997,1,-77.077362,38.9512105,"Very Good",4172
"washington-dc-usa-90387","FLS0001",1987-09-03,"Wilson Center","$5",300,"Joey Picuri","Fugazi","Cassette","1987 Fall/Winter Regional Dates","Washington","DC","USA",1987,1,-77.03591,38.9285,"Good",1918
"washington-dc-usa-90397","FLS0848",1997-09-03,"Wilson Center","5",967.5,"Nick Pellicciotto","Fugazi","DAT","1997 Summer/Fall Regional Dates","Washington","DC","USA",1997,1,-77.03591,38.9285,"Very Good",5752
"washington-dc-usa-91188","FLS0051",1988-09-11,"Dupont Circle",NA,198.714285714286,NA,NA,NA,"1988 Summer/Fall Regional Dates","Washington","DC","USA",1988,1,-77.043686,38.9096631,NA,NA
"washington-dc-usa-91695","FLS0714",1995-09-16,"Sylvan Theater","Free",3000,"ANON","Warren Russell-Smith",NA,"1995 Fall USA/Canada Tour","Washington","DC","USA",1995,1,-77.03462,38.8883593,"Poor",2886
"washington-dc-usa-92289","FLS0135",1989-09-22,"All Souls Church Pierce Hall","$5",500,"ANON","Warren Russell-Smith",NA,"1989 Fall Canada/NE Tour","Washington","DC","USA",1989,1,-77.038026,38.9260015,"Good",1069
"washington-dc-usa-92687","FLS0002",1987-09-26,"St. Stephen's Church Cafeteria","$5",200,"Joey Picuri","Jerry Busher","Cassette","1987 Fall/Winter Regional Dates","Washington","DC","USA",1987,1,-77.035759,38.933469,"Very Good",2198
"washington-dc-usa-92996","FLS0790",1996-09-29,"Malcolm X Park","Free",913.244444444444,"ANON","Warren Russell-Smith","Cassette","1996 Spring-Summer Regional Dates","Washington","DC","USA",1996,1,-77.03607,38.9210916,"Very Good",2828
"watsonville-ca-usa-22099","FLS0893",1999-02-20,"Veteran's Memorial Hall","6",1350,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 West Coast USA Tour","Watsonville","CA","USA",1999,1,-121.754524,36.9126013,"Very Good",4564
"watsonville-ca-usa-42893","FLS0532",1993-04-28,"Veteran's Memorial Hall","5",1300,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Watsonville","CA","USA",1993,1,-121.754524,36.9126013,"Good",4516
"waukesha-wi-usa-61590","FLS0230",1990-06-15,"Waukesha Expo Center","5",300,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Waukesha","WI","USA",1990,1,-88.241361,43.0346585,"Poor",4601
"wellington-new-zealand-121093","FLS0622",1993-12-10,"Student Union",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Wellington","","New Zealand",1993,1,174.76945,-41.2886124,"Very Good",4662
"wellington-new-zealand-62897","FLS0830",1997-06-28,"Victoria University",NA,967.5,"Nick Pellicciotto","Fugazi","DAT","1997 Summer Australia/New Zealand Tour","Wellington","","New Zealand",1997,1,174.76945,-41.2886124,"Very Good",1725
"wels-austria-101990","FLS0287",1990-10-19,"Schlachthof","100 AS",700,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Wels","","Austria",1990,1,14.016839,48.1588856,"Very Good",5115
"wels-austria-61592","FLS0467",1992-06-15,"Schlachthof",NA,600,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Wels","","Austria",1992,1,14.016839,48.1588856,"Very Good",4428
"wels-austria-62595","FLS0698",1995-06-25,"Schlachthof",NA,600,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Wels","","Austria",1995,1,14.016839,48.1588856,"Very Good",5990
"whitstable-england-50492","FLS0433",1992-05-04,"Assembly Rooms","3-5Pounds",350,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Whitstable",NA,"England",1992,1,1.0237,51.3606654,"Very Good",4621
"wigan-england-120188","FLS0088",1988-12-01,"Wigan Unity Club",NA,198.714285714286,"Unknown","Jerry Busher","Cassette","1988 Fall European Tour","Wigan",NA,"England",1988,1,-2.632679,53.5469291,"Good",2788
"wilmington-nc-usa-20693","FLS0493",1993-02-06,"Jacob's Run","5",850,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Wilmington","NC","USA",1993,1,-77.946985,34.2352145,"Very Good",4176
"wilmington-nc-usa-32096","FLS0767",1996-03-20,"Mad Monk","5",1135,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Wilmington","NC","USA",1996,1,-77.870516,34.2454421,"Very Good",3951
"winnipeg-mb-canada-62901","FLS1005",2001-06-29,"Le Rendez Vous","10 (can)",750,"Joey Picuri","Warren Russell-Smith","DAT","2001 Summer Mid-West/Canada Tour","Winnipeg","MB","Canada",2001,1,-97.127138,49.8948913,"Very Good",6503
"winnipeg-mb-canada-81491","FLS0381",1991-08-14,"Duncan Arena","6 (ca)",500,"Joey Picuri","Jerry Busher","Cassette","1991 Summer/Fall USA/Canada Tour","Winnipeg","MB","Canada",1991,1,-97.130896,49.9008152,"Very Good",3982
"winston-salem-nc-usa-32196","FLS0768",1996-03-21,"Ziggy's","5",900,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Winston-Salem","NC","USA",1996,1,-80.257701,36.1299225,"Good",4254
"wollongong-australia-111893","FLS0611",1993-11-18,"Youth Centre",NA,250,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Wollongong","NSW","Australia",1993,1,150.892895,-34.4264333,"Good",4651
"wollongong-australia-111896","FLS1054",1996-11-18,"Youth Centre",NA,913.244444444444,NA,NA,NA,"1996 US/Japan/Hong Kong/Australia Tour","Wollongong","NSW","Australia",1996,1,150.892895,-34.4264333,NA,NA
"wolverhampton-england-43099","FLS0911",1999-04-30,"Wulfrun Hall","6(pounds)",500,"Joey Picuri","Jerry Busher","DAT","1999 Spring UK/Ireland Tour","Wolverhampton","","England",1999,1,-2.130407,52.5866981,"Very Good",4988
"wolverhampton-england-51495","FLS0663",1995-05-14,"Wulfrun Hall",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Wolverhampton","","England",1995,1,-2.130407,52.5866981,"Very Good",4200
"worcester-ma-usa-31691","FLS0323",1991-03-16,"WAG","5",400,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Worcester","MA","USA",1991,1,-71.795581,42.2838928,"Very Good",4499
